item,lvl,ID,catSeq,Finnish,English,TDOI
811,3,J05AF08,11,Adefoviiridipivoksiili,adefovir dipivoxil,undefined
812,3,J05AF10,12,Entekaviiri,entecavir,undefined
813,2,J1DA,20,C-hepatiittilääkkeet,,NOTDOI
814,3,J05AP01,10,Ribaviriini,ribavirin,undefined
815,3,J05AP02,19,Telapreviiri,telaprevir,NOTDOI
816,3,J05AP03,19,Bosepreviiri,boceprevir,NOTDOI
817,3,J05AP05,20,Simepreviiri,simeprevir,NOTDOI
818,3,J05AP56,30,"Sofosbuviiri, velpatasviiri ja voksilapreviiri","sofosbuvir, velpatasvir and voxilaprevir",NOTDOI
819,3,J05AP57,40,Glekapreviiri ja pibrentasviiri,glecaprevir and pibrentasvir,NOTDOI
820,3,J05AP07,50,Daklatasviiri,daclatasvir,NOTDOI
821,3,J05AP08,60,Sofosbuviiri,sofosbuvir,NOTDOI
822,3,J05AP09,70,Dasabuviiri,dasabuvir,NOTDOI
823,3,J05AP51,80,Sofosbuviiri ja ledipasviiri,sofosbuvir and ledipasvir,NOTDOI
824,3,J05AP53,90,"Ombitasviiri, paritapreviiri ja ritonaviiri","ombitasvir, paritaprevir and ritonavir",NOTDOI
825,3,J05AP54,100,Elbasviiri ja gratsopreviiri,elbasvir and grazoprevir,NOTDOI
826,3,J05AP55,110,Sofosbuviiri ja velpatasviiri,sofosbuvir and velpatasvir,NOTDOI
827,3,L03AB10,120,Peginterferonialfa-2b,peginterferon alfa-2b,undefined
828,3,L03AB11,130,Peginterferonialfa-2a,peginterferon alfa-2a,undefined
829,2,J1DAA,30,Muut hepatiittilääkkeet,,NOTDOI
830,3,J05AX28,10,Bulevirtidi,bulevirtide,NOTDOI
831,2,J1DB,40,Influenssaviruslääkkeet,,undefined
832,3,J05AH01,10,Tsanamiviiri,zanamivir,undefined
833,3,J05AH02,20,Oseltamiviiri,oseltamivir,undefined
834,3,J05AH03,30,Peramiviiri,peramivir,NOTDOI
835,3,J05AX25,40,Baloksaviirimarboksiili,baloxavir marboxil,NOTDOI
836,3,J05AX27,41,Favipiraviiri,favipiravir,NOTDOI
837,2,J1DBA,41,COVID-19-lääkkeet,,NOTDOI
838,3,J05AB16,7,Remdesiviiri,remdesivir,NOTDOI
839,3,J05AE30,7,Nirmatrelviiri ja ritonaviiri,nirmatrelvir and ritonavir,NOTDOI
840,3,J06BD05,8,Sotrovimabi,sotrovimab,NOTDOI
841,3,J06BD03,9,Tiksagevimabi ja silgavimabi,tixagevimab and cilgavimab,NOTDOI
842,3,J06BD06,10,Regdanvimabi,regdanvimab,NOTDOI
843,3,J06BD07,10,Kasirivimabi ja imdevimabi,casirivimab and imdevimab,NOTDOI
844,3,J06BD09,11,Sipavibarti,sipavibart,NOTDOI
845,3,L04AC03,12,Anakinra,anakinra,undefined
846,3,L04AC07,13,Tosilitsumabi,tocilizumab,undefined
847,3,L04AJ10,14,Vilobelimabi,vilobelimab,NOTDOI
848,2,J1DC,50,HIV-lääkkeet,,NOTDOI
849,3,J1DCA,30,Proteaasin estäjät,,undefined
850,4,J05AE01,10,Sakinaviiri,saquinavir,undefined
851,4,J05AE02,20,Indinaviiri,indinavir,undefined
852,4,J05AE03,30,Ritonaviiri,ritonavir,undefined
853,4,J05AE07,40,Fosamprenaviiri,fosamprenavir,undefined
854,4,J05AE08,50,Atatsanaviiri,atazanavir,undefined
855,4,J05AE09,60,Tipranaviiri,tipranavir,undefined
856,4,J05AE10,70,Darunaviiri,darunavir,undefined
857,3,J1DCB,40,Käänteiskopioijaentsyymin estäjät,,undefined
858,4,J05AF01,10,Tsidovudiini,zidovudine,undefined
859,4,J05AF02,20,Didanosiini,didanosine,undefined
860,4,J05AF04,30,Stavudiini,stavudine,undefined
861,4,J05AF05,40,Lamivudiini,lamivudine,undefined
862,4,J05AF06,50,Abakaviiri,abacavir,undefined
863,4,J05AF07,60,Tenofoviiridisoproksiili,tenofovir disoproxil,undefined
864,4,J05AF09,80,Emtrisitabiini,emtricitabine,undefined
865,4,J05AF11,100,Telbivudiini,telbivudine,undefined
866,4,J05AF13,110,Tenofoviirialafenamidi,tenofovir alafenamide,NOTDOI
867,4,J05AG01,120,Nevirapiini,nevirapine,undefined
868,4,J05AG03,130,Efavirentsi,efavirenz,undefined
869,4,J05AG04,140,Etraviriini,etravirine,undefined
870,4,J05AG05,150,Rilpiviriini,rilpivirine,NOTDOI
871,4,J05AG06,160,Doraviriini,doravirine,NOTDOI
872,3,J1DCBA,41,Integraasinestäjät,,NOTDOI
873,4,J05AJ03,10,Dolutegraviiri,dolutegravir,NOTDOI
874,4,J05AJ01,11,Raltegraviiri,raltegravir,NOTDOI
875,4,J05AJ04,11,Kabotegraviiri,cabotegravir,NOTDOI
876,3,J1DCD,50,HIV-lääkkeiden yhdistelmät,,undefined
877,4,J05AR01,20,Tsidovudiini ja lamivudiini,zidovudine and lamivudine,undefined
878,4,J05AR02,30,Lamivudiini ja abakaviiri,lamivudine and abacavir,undefined
879,4,J05AR03,40,Tenofoviiridisoproksiili ja emtrisitabiini,tenofovir disoproxil and emtricitabine,undefined
880,4,J05AR04,50,"Tsidovudiini, lamivudiini ja abakaviiri","zidovudine, lamivudine and abacavir",undefined
881,4,J05AR06,60,"Emtrisitabiini, tenofoviiridisoproksiili ja efavirentsi","emtricitabine, tenofovir disoproxil and efavirenz",undefined
882,4,J05AR08,70,"Emtrisitabiini, tenofoviiridisoproksiili ja rilpiviriini","emtricitabine, tenofovir disoproxil and rilpivirine",NOTDOI
883,4,J05AR09,78,"Emtrisitabiini, tenofoviiridisoproksiili, elvitegraviiri ja kobisistaatti","emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",NOTDOI
884,4,J05AR10,79,Lopinaviiri ja ritonaviiri,lopinavir and ritonavir,undefined
885,4,J05AR13,90,"Lamivudiini, abakaviiri ja dolutegraviiri","lamivudine, abacavir and dolutegravir",NOTDOI
886,4,J05AR14,100,Darunaviiri ja kobisistaatti,darunavir and cobicistat,NOTDOI
887,4,J05AR15,110,Atatsanaviiri ja kobisistaatti,atazanavir and cobicistat,NOTDOI
888,4,J05AR17,120,Emtrisitabiini ja tenofoviirialafenamidi,emtricitabine and tenofovir alafenamide,NOTDOI
889,4,J05AR18,130,"Emtrisitabiini, tenofoviirialafenamidi, elvitegraviiri ja kobisistaatti","emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat",NOTDOI
890,4,J05AR19,140,"Emtrisitabiini, tenofoviirialafenamidi ja rilpiviriini","emtricitabine, tenofovir alafenamide and rilpivirine",NOTDOI
891,4,J05AR20,150,"Biktegraviiri, emtrisitabiini ja tenofoviirialafenamidi","emtricitabine, tenofovir alafenamide and bictegravir",NOTDOI
892,4,J05AR21,160,Dolutegraviiri ja rilpiviriini ,dolutegravir and rilpivirine,NOTDOI
893,4,J05AR22,170,"Emtrisitabiini, tenofoviirialafenamidi, darunaviiri ja kobisistaatti","emtricitabine, tenofovir alafenamide, darunavir and cobicistat",NOTDOI
894,4,J05AR24,180,"Doraviriini, lamivudiini ja tenofoviiridisoproksiili","lamivudine, tenofovir disoproxil and doravirine",NOTDOI
895,4,J05AR25,190,Dolutegraviiri ja lamivudiini,lamivudine and dolutegravir,NOTDOI
896,3,J1DD,60,Muut HIV-lääkkeet,,undefined
897,4,J05AX07,40,Enfuvirtidi,enfuvirtide,undefined
898,4,J05AX09,50,Maraviroki,maraviroc,undefined
899,4,J05AX23,60,Ibalitsumabi,ibalizumab,NOTDOI
900,4,J05AX29,61,Fostemsaviiri,fostemsavir,NOTDOI
901,4,J05AX31,62,Lenakapaviiri,lenacapavir,NOTDOI
902,4,V03AX03,70,Kobisistaatti,cobicistat,NOTDOI
903,2,D1DB,60,Paikalliset viruslääkkeet,,undefined
904,3,D06BB03,20,Asikloviiri,aciclovir,undefined
905,3,D06BB04,30,Podofyllotoksiini,podophyllotoxin,undefined
906,3,D06BB06,40,Pensikloviiri,penciclovir,undefined
907,3,D06BB10,41,Imikimodi,imiquimod,undefined
908,3,D06BB53,70,"Asikloviiri, yhdistelmävalmisteet","aciclovir, combinations",NOTDOI
909,2,J1DE,70,Muut viruslääkkeet,,NOTDOI
910,3,J05AX24,10,Tekovirimaatti,tecovirimat,NOTDOI
911,1,J1C,7,Mykobakteerilääkkeet,,undefined
912,2,J1CA,10,Tuberkuloosilääkkeet,,undefined
913,3,J04AA01,10,Aminosalisyylihappo,4-aminosalicylic acid,NOTDOI
914,3,J04AB01,20,Sykloseriini,cycloserine,NOTDOI
915,3,J04AB02,30,Rifampisiini,rifampicin,undefined
916,3,J04AB04,40,Rifabutiini,rifabutin,undefined
917,3,J04AB05,50,Rifapentiini,rifapentine,NOTDOI
918,3,J04AC01,60,Isoniatsidi,isoniazid,undefined
919,3,J04AD01,70,Protionamidi,protionamide,NOTDOI
920,3,J04AD03,80,Etionamidi,ethionamide,NOTDOI
921,3,J04AK01,90,Pyratsiiniamidi,pyrazinamide,undefined
922,3,J04AK02,100,Etambutoli,ethambutol,undefined
923,3,J04AK05,110,Bedakiliini,bedaquiline,NOTDOI
924,3,J04AK08,120,Pretomanidi,pretomanid,NOTDOI
925,2,J1CB,20,Lepralääkkeet,,undefined
926,3,J04BA01,10,Klofatsimiini,clofazimine,NOTDOI
927,3,J04BA02,20,Dapsoni,dapsone,undefined
928,1,M1,8,"Kipulääkkeet (myös migreenin, reuman ja kihdin lääkkeet)",,undefined
929,2,M1C,10,Tulehduskipulääkkeet ja parasetamoli,,NOTDOI
930,3,M1A,10,Tulehduskipulääkkeet,,undefined
931,4,N02BA01,10,Asetyylisalisyylihappo,acetylsalicylic acid,undefined
932,4,N02BA51,15,"Asetyylisalisyylihappo, yhdistelmävalmisteet","acetylsalicylic acid, combinations excl. psycholeptics",undefined
933,4,N02BA57,15,"Etentsamidi, yhdistelmävalmisteet","ethenzamide, combinations excl. psycholeptics",NOTDOI
934,4,M01AE17,20,Deksketoprofeeni,dexketoprofen,undefined
935,4,M01AB05,30,Diklofenaakki,diclofenac,undefined
936,4,M01AB55,35,"Diklofenaakki, yhdistelmävalmisteet","diclofenac, combinations",undefined
937,4,M01AB08,40,Etodolaakki,etodolac,undefined
938,4,M01AE01,50,Ibuprofeeni,ibuprofen,undefined
939,4,M01AE51,55,"Ibuprofeeni, yhdistelmävalmisteet","ibuprofen, combinations",undefined
940,4,M01AB01,60,Indometasiini,indometacin,undefined
941,4,M01AB51,65,"Indometasiini, yhdistelmävalmisteet","indometacin, combinations",undefined
942,4,M01AE03,70,Ketoprofeeni,ketoprofen,undefined
943,4,M01AB15,80,Ketorolaakki,ketorolac,undefined
944,4,M01AG01,90,Mefenaamihappo,mefenamic acid,undefined
945,4,M01AC06,100,Meloksikaami,meloxicam,undefined
946,4,M01AX01,110,Nabumetoni,nabumetone,undefined
947,4,M01AE02,120,Naprokseeni,naproxen,undefined
948,4,M01AE52,125,Naprokseeni ja esomepratsoli,naproxen and esomeprazole,NOTDOI
949,4,M01AX17,130,Nimesulidi,nimesulide,NOTDOI
950,4,M01AB02,140,Sulindaakki,sulindac,NOTDOI
951,4,M01AC01,150,Piroksikaami,piroxicam,NOTDOI
952,4,M01AC02,150,Tenoksikaami,tenoxicam,undefined
953,4,M01AE11,160,Tiaprofeenihappo,tiaprofenic acid,undefined
954,4,M01AG02,170,Tolfenaamihappo,tolfenamic acid,undefined
955,3,M1B,20,Koksibit,,undefined
956,4,M01AH01,10,Selekoksibi,celecoxib,undefined
957,4,M01AH04,20,Parekoksibi,parecoxib,undefined
958,4,M01AH05,30,Etorikoksibi,etoricoxib,undefined
959,3,N02BE01,30,Parasetamoli,paracetamol,undefined
960,3,N02BE51,60,"Parasetamoli, yhdistelmävalmisteet","paracetamol, combinations excl. psycholeptics",undefined
961,2,M1DA,35,Paikalliset tulehduskipulääkkeet,,undefined
962,3,M02AA06,10,Etofenamaatti,etofenamate,NOTDOI
963,3,M02AA07,10,Piroksikaami,piroxicam,undefined
964,3,M02AA10,20,Ketoprofeeni,ketoprofen,undefined
965,3,M02AA13,30,Ibuprofeeni,ibuprofen,NOTDOI
966,3,M02AA15,40,Diklofenaakki,diclofenac,undefined
967,3,M1DAA,50,Salisyylihappojohdoksia sisältävät valmisteet,N/A,undefined
968,2,M1D,40,Muut TULES- ja kipulääkkeet,,undefined
969,3,M01AX05,10,Glukosamiini,glucosamine,undefined
970,3,M01AX25,20,Kondroitiinisulfaatti,chondroitin sulfate,undefined
971,3,M01CX,21,Kondroitiinisulfaatti ja glukosamiini,ATCDDD N/A,NOTDOI
972,3,M02AB01,29,Kapsaisiini ,capsaicin,NOTDOI
973,3,M09AB02,40,Clostridium histolyticum -kollagenaasi,collagenase clostridium histolyticum,NOTDOI
974,3,M09AX01,40,Hyaluronihappo,hyaluronic acid,undefined
975,3,N02BG08,41,Tsikonotidi,ziconotide,undefined
976,3,N02BG09,49,Metoksifluraani,methoxyflurane,NOTDOI
977,3,N02BG10,51,Kannabinoidit,cannabinoids,NOTDOI
978,2,N3B,50,Opioidit,,undefined
979,3,N3BA,10,"Heikot opioidit, osittaiset agonistit",,undefined
980,4,N02AA59,10,"Kodeiini, yhdistelmävalmisteet",,undefined
981,5,N02AJ06,10,Kodeiini ja parasetamoli,codeine and paracetamol,NOTDOI
982,5,N02AJ08,20,Kodeiini ja ibuprofeeni,codeine and ibuprofen,NOTDOI
983,4,N02AC04,20,Dekstropropoksifeeni,dextropropoxyphene,undefined
984,4,N02AE01,30,Buprenorfiini,buprenorphine,undefined
985,4,N02AF02,40,Nalbufiini,nalbuphine,undefined
986,4,N02AX02,50,Tramadoli,tramadol,undefined
987,4,N02AX52,60,"Tramadoli, yhdistelmävalmisteet",,NOTDOI
988,5,N02AJ13,10,Tramadoli ja parasetamoli,tramadol and paracetamol,NOTDOI
989,5,N02AJ14,20,Tramadoli ja deksketoprofeeni,tramadol and dexketoprofen,NOTDOI
990,3,N3BB,20,Vahvat opioidit,,undefined
991,4,N01AH02,10,Alfentaniili,alfentanil,undefined
992,4,N02AA01,10,Morfiini,morphine,undefined
993,4,N02AA03,20,Hydromorfoni,hydromorphone,undefined
994,4,N02AA05,30,"Oksikodoni, myös yhdistelmävalmisteet",oxycodone,undefined
995,4,N02AB02,40,Petidiini,pethidine,undefined
996,4,N02AB03,50,Fentanyyli,fentanyl,undefined
997,4,N07BC02,60,Metadoni,methadone,undefined
998,2,N3C,60,Migreenilääkkeet (spesifiset),,undefined
999,3,CGRPA,0,CGRP-antagonistit,,NOTDOI
1000,4,N02CD01,10,Erenumabi,erenumab,NOTDOI
1001,4,N02CD02,20,Galkanetsumabi,galcanezumab,NOTDOI
1002,4,N02CD03,30,Fremanetsumabi,fremanezumab,NOTDOI
1003,4,N02CD05,31,Eptinetsumabi,eptinezumab,NOTDOI
1004,4,N02CD06,32,Rimegepantti,rimegepant,NOTDOI
1005,4,N02CD07,33,Atogepantti ,atogepant,NOTDOI
1006,3,N3CA,1,Triptaanit (5-HT1-reseptoriagonistit),,undefined
1007,4,N02CC01,10,Sumatriptaani,sumatriptan,undefined
1008,4,N02CC02,20,Naratriptaani,naratriptan,undefined
1009,4,N02CC03,30,Tsolmitriptaani,zolmitriptan,undefined
1010,4,N02CC04,40,Ritsatriptaani,rizatriptan,undefined
1011,4,N02CC05,50,Almotriptaani,almotriptan,undefined
1012,4,N02CC06,60,Eletriptaani,eletriptan,undefined
1013,4,N02CC07,70,Frovatriptaani,frovatriptan,undefined
1014,4,N02CC08,71,Lasmiditaani,lasmiditan,NOTDOI
1015,4,N02CC51,72,Sumatriptaani ja naprokseeni ,sumatriptan and naproxen,NOTDOI
1016,3,N3CB,2,Torajyväalkaloidit,,undefined
1017,4,N02CA01,10,Dihydroergotamiini,dihydroergotamine,undefined
1018,4,N02CA04,20,Metysergidi,methysergide,NOTDOI
1019,4,N02CA52,30,"Ergotamiini, yhdistelmävalmisteet","ergotamine, combinations excl. psycholeptics",undefined
1020,3,N02CX01,99,Pitsotifeeni,pizotifen,NOTDOI
1021,3,N05AB04,100,Proklooriperatsiini,prochlorperazine,undefined
1022,2,N3D,70,Neuropaattisen kivun lääkkeet,,undefined
1023,3,D04AB01,10,Lidokaiini,lidocaine,undefined
1024,3,N03AF01,10,Karbamatsepiini,carbamazepine,undefined
1025,3,N01BX04,11,Kapsaisiini,capsaicin,NOTDOI
1026,3,N02BF01,20,Gabapentiini,gabapentin,NOTDOI
1027,3,N02BF02,30,Pregabaliini,pregabalin,NOTDOI
1028,3,N06AA09,40,Amitriptyliini,amitriptyline,undefined
1029,3,N06AX21,41,Duloksetiini ,duloxetine,undefined
1030,2,L2A,80,Reuman ja systeemisten sidekudossairauksien lääkkeet,,undefined
1031,3,L2AB,10,Perinteiset reumalääkkeet (DMARDs),,NOTDOI
1032,4,L01AA01,10,Syklofosfamidi,cyclophosphamide,undefined
1033,4,L04AK01,38,Leflunomidi,leflunomide,undefined
1034,4,L04AD01,39,Siklosporiini,ciclosporin,undefined
1035,4,L04AX01,40,Atsatiopriini,azathioprine,undefined
1036,4,L04AX03,40,Metotreksaatti,methotrexate,undefined
1037,4,A07EC01,41,Sulfasalatsiini,sulfasalazine,undefined
1038,4,L2AA,41,Kulta,,undefined
1039,5,M01CB01,10,Natriumaurotiomalaatti,sodium aurothiomalate,undefined
1040,5,M01CB03,20,Auranofiini,auranofin,undefined
1041,4,M01CC01,43,Penisillamiini,penicillamine,undefined
1042,4,P01BA02,44,Hydroksiklorokiini,hydroxychloroquine,undefined
1043,3,L2AC,20,Biologiset reumalääkkeet,,NOTDOI
1044,4,L2ACA,10,TNF-alfan estäjät,,NOTDOI
1045,5,L04AB01,8,Etanersepti,etanercept,NOTDOI
1046,5,L04AB02,9,Infliksimabi,infliximab,undefined
1047,5,L04AB04,11,Adalimumabi,adalimumab,undefined
1048,5,L04AB05,12,Sertolitsumabipegoli,certolizumab pegol,undefined
1049,5,L04AB06,13,Golimumabi,golimumab,undefined
1050,4,L2ACB,10,Interleukiinien estäjät,,NOTDOI
1051,5,L04AC05,8,Ustekinumabi,ustekinumab,undefined
1052,5,L04AC08,8,Kanakinumabi,canakinumab,NOTDOI
1053,5,L04AC03,9,Anakinra,anakinra,undefined
1054,5,L04AC07,9,Tosilitsumabi,tocilizumab,undefined
1055,5,L04AC10,9,Sekukinumabi,secukinumab,NOTDOI
1056,5,L04AC13,10,Iksekitsumabi,ixekizumab,NOTDOI
1057,5,L04AC14,10,Sarilumabi,sarilumab,NOTDOI
1058,5,L04AC16,15,Guselkumabi,guselkumab,NOTDOI
1059,5,L04AC18,16,Risankitsumabi,risankizumab,NOTDOI
1060,5,L04AC21,17,Bimekitsumabi,bimekizumab,NOTDOI
1061,4,L01FA01,11,Rituksimabi,rituximab,NOTDOI
1062,4,L04AA24,11,Abatasepti,abatacept,undefined
1063,4,L04AG04,12,Belimumabi,belimumab,NOTDOI
1064,4,L04AG11,13,Anifrolumabi,anifrolumab,NOTDOI
1065,3,L2AD,30,Muut selektiiviset reumalääkkeet,,NOTDOI
1066,4,L2ADA,40,JAK-estäjät,,NOTDOI
1067,5,L04AF01,10,Tofasitinibi,tofacitinib,NOTDOI
1068,5,L04AF02,20,Barisitinibi,baricitinib,NOTDOI
1069,5,L04AF03,30,Upadasitinibi,upadacitinib,NOTDOI
1070,5,L04AF04,40,Filgotinibi,filgotinib,NOTDOI
1071,4,L04AA32,41,Apremilasti,apremilast,NOTDOI
1072,2,M1K,90,Kihtilääkkeet,,undefined
1073,3,L04AC08,10,Kanakinumabi,canakinumab,NOTDOI
1074,3,M04AA01,10,Allopurinoli,allopurinol,undefined
1075,3,M04AA03,20,Febuksostaatti,febuxostat,NOTDOI
1076,3,M04AB01,30,Probenesidi,probenecid,undefined
1077,3,M04AB03,40,Bentsbromiaroni,benzbromarone,NOTDOI
1078,3,M04AC01,50,Kolkisiini,colchicine,undefined
1079,1,R1,9,"Hengitysteiden lääkkeet  (astma/COPD, antihistamiinit, yskänlääkkeet)",,undefined
1080,2,R1K,10,Astma/COPD -lääkkeet,,NOTDOI
1081,3,R1G,10,Anti-inflammatoriset lääkkeet,,NOTDOI
1082,4,R1AE,10,Glukokortikoidit (ICS),,undefined
1083,5,R03BA01,10,Beklometasoni,beclometasone,undefined
1084,5,R03BA02,20,Budesonidi,budesonide,undefined
1085,5,R03BA05,30,Flutikasoni,fluticasone,undefined
1086,5,R03BA07,40,Mometasoni,mometasone,NOTDOI
1087,5,R03BA08,50,Siklesonidi,ciclesonide,undefined
1088,4,R1AG,20,Kromonit,,undefined
1089,5,R03BC01,10,Dinatriumkromoglikaatti,cromoglicic acid,undefined
1090,5,R03BC03,20,Nedokromiili,nedocromil,undefined
1091,4,R1BD,30,Leukotrieenireseptorin salpaajat,,undefined
1092,5,R03DC01,10,Tsafirlukasti,zafirlukast,undefined
1093,5,R03DC03,20,Montelukasti,montelukast,undefined
1094,4,R1GB,50,PDE4:n estäjät,,NOTDOI
1095,5,R03DX07,10,Roflumilasti,roflumilast,NOTDOI
1096,4,R1BC,60,Ksantiinijohdokset,,undefined
1097,5,R03DA04,10,Teofylliini ja sen yhdistelmävalmisteet,theophylline,undefined
1098,5,R03DA05,20,Aminofylliini,aminophylline,undefined
1099,3,R1H,15,Keuhkoputkia avaavat lääkkeet,,NOTDOI
1100,4,R03AA01,10,Adrenaliini,epinephrine,undefined
1101,4,R1AA,20,Lyhytvaikutteiset beeta-2-agonistit (SABA),,NOTDOI
1102,5,R03AC02,10,Salbutamoli,salbutamol,undefined
1103,5,R03AC03,20,Terbutaliini,terbutaline,undefined
1104,4,R1AB,30,Pitkävaikutteiset beeta-2-agonistit (LABA),,NOTDOI
1105,5,R03AC12,10,Salmeteroli,salmeterol,undefined
1106,5,R03AC13,20,Formoteroli,formoterol,undefined
1107,5,R03AC18,30,Indakateroli,indacaterol,NOTDOI
1108,5,R03AC19,40,Olodateroli,olodaterol,NOTDOI
1109,4,R1HA,40,Lyhytvaikutteiset antikolinergit (SAMA),,NOTDOI
1110,5,R03BB01,10,Ipratropiumbromidi,ipratropium bromide,undefined
1111,4,R1HB,50,Pitkävaikutteiset antikolinergit (LAMA),,NOTDOI
1112,5,R03BB04,10,Tiotropiumbromidi,tiotropium bromide,undefined
1113,5,R03BB05,20,Aklidiniumbromidi,aclidinium bromide,NOTDOI
1114,5,R03BB06,30,Glykopyrroniumbromidi,glycopyrronium bromide,NOTDOI
1115,5,R03BB07,40,Umeklidiniumbromidi,umeclidinium bromide,NOTDOI
1116,4,R1AC,60,Lyhytvaikutteinen beeta-2-agonisti ja antikolinergi tai kromoni,,NOTDOI
1117,5,R03AL01,20,Fenoteroli ja ipratropiumbromidi,fenoterol and ipratropium bromide,NOTDOI
1118,5,R03AL02,30,Salbutamoli ja ipratropiumbromidi,salbutamol and ipratropium bromide,NOTDOI
1119,4,R1AH,65,Pitkävaikutteinen beeta-2-agonisti ja antikolinergi,,NOTDOI
1120,5,R03AL03,10,Vilanteroli ja umeklidiniumbromidi,vilanterol and umeclidinium bromide,NOTDOI
1121,5,R03AL04,20,Indakateroli ja glykopyrroniumbromidi,indacaterol and glycopyrronium bromide,NOTDOI
1122,5,R03AL05,30,Formoteroli ja aklidiniumbromidi,formoterol and aclidinium bromide,NOTDOI
1123,5,R03AL06,40,Olodateroli ja tiotropiumbromidi,olodaterol and tiotropium bromide,NOTDOI
1124,5,R03AL07,50,Formoteroli ja glykopyrroniumbromidi,formoterol and glycopyrronium bromide,NOTDOI
1125,4,R1BC,70,Ksantiinijohdokset,,undefined
1126,5,R03DA04,10,Teofylliini ja sen yhdistelmävalmisteet,theophylline,undefined
1127,5,R03DA05,20,Aminofylliini,aminophylline,undefined
1128,4,R03CA02,80,Efedriini,ephedrine,undefined
1129,3,R1I,20,Keuhkoputkia avaavat ja anti-inflammatoriset lääkkeet,,NOTDOI
1130,4,R1AD,10,Pitkävaikutteinen beeta-2-agonisti ja glukokortikoidi,,NOTDOI
1131,5,R03AK06,10,Salmeteroli ja flutikasoni,salmeterol and fluticasone,undefined
1132,5,R03AK07,20,Formoteroli ja budesonidi,formoterol and budesonide,undefined
1133,5,R03AK08,30,Formoteroli ja beklometasoni,formoterol and beclometasone,NOTDOI
1134,5,R03AK10,40,Vilanteroli ja flutikasonifuroaatti,vilanterol and fluticasone furoate,NOTDOI
1135,5,R03AK11,50,Formoteroli ja flutikasoni,formoterol and fluticasone,NOTDOI
1136,5,R03AK14,60,Indakateroli ja mometasoni,indacaterol and mometasone,NOTDOI
1137,4,R1AJ,20,"Pitkävaikutteinen beeta-2-agonisti, antikolinergi ja glukokortikoidi",,NOTDOI
1138,5,R03AL08,10,"Vilanteroli, umeklinidiumbromidi ja flutikasoni","vilanterol, umeclidinium bromide and fluticasone furoate",NOTDOI
1139,5,R03AL09,20,"Formoteroli, glykopyrroniumbromidi ja beklometasoni","formoterol, glycopyrronium bromide and beclometasone",NOTDOI
1140,5,R03AL11,30,"Formoteroli, glykopyrroniumbromidi ja budesonidi","formoterol, glycopyrronium bromide and budesonide",NOTDOI
1141,5,R03AL12,40,"Indakateroli, glykopyrroniumbromidi ja mometasoni","indacaterol, glycopyrronium bromide and mometasone",NOTDOI
1142,3,R1J,25,Monoklonaaliset vasta-aineet,,NOTDOI
1143,4,D11AH05,10,Dupilumabi,dupilumab,NOTDOI
1144,4,R03DX05,30,Omalitsumabi,omalizumab,undefined
1145,4,R03DX08,40,Reslitsumabi,reslizumab,NOTDOI
1146,4,R03DX09,41,Mepolitsumabi,mepolizumab,NOTDOI
1147,4,R03DX10,50,Benralitsumabi,benralizumab,NOTDOI
1148,4,R03DX11,51,Tetsepelumabi ,tezepelumab,NOTDOI
1149,2,R1C,28,Antihistamiinit,,undefined
1150,3,R1CA,10,Väsyttämättömät antihistamiinit,,undefined
1151,4,R06AE07,10,Setiritsiini,cetirizine,undefined
1152,4,R06AE09,20,Levosetiritsiini,levocetirizine,undefined
1153,4,R06AX13,30,Loratadiini,loratadine,undefined
1154,4,R06AX18,40,Akrivastiini,acrivastine,undefined
1155,4,R06AX22,50,Ebastiini,ebastine,undefined
1156,4,R06AX26,60,Feksofenadiini,fexofenadine,undefined
1157,4,R06AX27,70,Desloratadiini,desloratadine,undefined
1158,4,R06AX28,75,Rupatadiini,rupatadine,NOTDOI
1159,4,R06AX29,80,Bilastiini,bilastine,NOTDOI
1160,3,R1CB,20,Muut antihistamiinit,,undefined
1161,4,N05BB01,10,Hydroksitsiini,hydroxyzine,undefined
1162,4,R06AA02,20,Difenhydramiini,diphenhydramine,NOTDOI
1163,4,R06AA04,30,Klemastiini,clemastine,NOTDOI
1164,4,R06AA09,40,Doksylamiini,doxylamine,NOTDOI
1165,4,R06AA59,41,"Doksylamiini, yhdistelmävalmisteet","doxylamine, combinations",NOTDOI
1166,4,R06AD01,50,Alimematsiini,alimemazine,NOTDOI
1167,4,R06AD02,60,Prometatsiini,promethazine,NOTDOI
1168,4,R06AE03,70,Syklitsiini,cyclizine,undefined
1169,4,R06AE05,80,Meklotsiini,meclozine,undefined
1170,4,R06AX02,90,Syproheptadiini,cyproheptadine,NOTDOI
1171,2,R1DE,29,Systeemisesti käytettävät nenän tukkoisuutta vähentävät lääkkeet,,undefined
1172,3,R01BA01,10,Fenyylipropanoliamiini,phenylpropanolamine,undefined
1173,3,R01BA52,30,"Pseudoefedriini, yhdistelmävalmisteet","pseudoephedrine, combinations",undefined
1174,2,R1D,40,Nenän tukkoisuutta lievittävät paikallisvalmisteet,,undefined
1175,3,R1DA,10,"Sympatomimeetit, myös yhdistelmät",,undefined
1176,4,R01AA05,10,Oksimetatsoliini,oxymetazoline,undefined
1177,4,R01AA07,20,Ksylometatsoliini,xylometazoline,undefined
