item,lvl,ID,catSeq,Finnish,English,TDOI
860,4,J05AF04,30,Stavudiini,stavudine,01686
861,4,J05AF05,40,Lamivudiini,lamivudine,01234
862,4,J05AF06,50,Abakaviiri,abacavir,01546
863,4,J05AF07,60,Tenofoviiridisoproksiili,tenofovir disoproxil,00850
864,4,J05AF09,80,Emtrisitabiini,emtricitabine,01478
865,4,J05AF11,100,Telbivudiini,telbivudine,01630
866,4,J05AF13,110,Tenofoviirialafenamidi,tenofovir alafenamide,09850
867,4,J05AG01,120,Nevirapiini,nevirapine,00616
868,4,J05AG03,130,Efavirentsi,efavirenz,01584
869,4,J05AG04,140,Etraviriini,etravirine,00586
870,4,J05AG05,150,Rilpiviriini,rilpivirine,09143
871,4,J05AG06,160,Doraviriini,doravirine,10132
872,3,J1DCBA,41,Integraasinestäjät,,10693
873,4,J05AJ03,10,Dolutegraviiri,dolutegravir,10694
874,4,J05AJ01,11,Raltegraviiri,raltegravir,10978
875,4,J05AJ04,11,Kabotegraviiri,cabotegravir,10497
876,3,J1DCD,50,HIV-lääkkeiden yhdistelmät,,00103
877,4,J05AR01,20,Tsidovudiini ja lamivudiini,zidovudine and lamivudine,00127
878,4,J05AR02,30,Lamivudiini ja abakaviiri,lamivudine and abacavir,01531
879,4,J05AR03,40,Tenofoviiridisoproksiili ja emtrisitabiini,tenofovir disoproxil and emtricitabine,00306
880,4,J05AR04,50,"Tsidovudiini, lamivudiini ja abakaviiri","zidovudine, lamivudine and abacavir",00433
881,4,J05AR06,60,"Emtrisitabiini, tenofoviiridisoproksiili ja efavirentsi","emtricitabine, tenofovir disoproxil and efavirenz",01022
882,4,J05AR08,70,"Emtrisitabiini, tenofoviiridisoproksiili ja rilpiviriini","emtricitabine, tenofovir disoproxil and rilpivirine",09144
883,4,J05AR09,78,"Emtrisitabiini, tenofoviiridisoproksiili, elvitegraviiri ja kobisistaatti","emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",09469
884,4,J05AR10,79,Lopinaviiri ja ritonaviiri,lopinavir and ritonavir,00705
885,4,J05AR13,90,"Lamivudiini, abakaviiri ja dolutegraviiri","lamivudine, abacavir and dolutegravir",09510
886,4,J05AR14,100,Darunaviiri ja kobisistaatti,darunavir and cobicistat,09569
887,4,J05AR15,110,Atatsanaviiri ja kobisistaatti,atazanavir and cobicistat,09679
888,4,J05AR17,120,Emtrisitabiini ja tenofoviirialafenamidi,emtricitabine and tenofovir alafenamide,09711
889,4,J05AR18,130,"Emtrisitabiini, tenofoviirialafenamidi, elvitegraviiri ja kobisistaatti","emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat",09580
890,4,J05AR19,140,"Emtrisitabiini, tenofoviirialafenamidi ja rilpiviriini","emtricitabine, tenofovir alafenamide and rilpivirine",09680
891,4,J05AR20,150,"Biktegraviiri, emtrisitabiini ja tenofoviirialafenamidi","emtricitabine, tenofovir alafenamide and bictegravir",10124
892,4,J05AR21,160,Dolutegraviiri ja rilpiviriini ,dolutegravir and rilpivirine,10149
893,4,J05AR22,170,"Emtrisitabiini, tenofoviirialafenamidi, darunaviiri ja kobisistaatti","emtricitabine, tenofovir alafenamide, darunavir and cobicistat",09922
894,4,J05AR24,180,"Doraviriini, lamivudiini ja tenofoviiridisoproksiili","lamivudine, tenofovir disoproxil and doravirine",10133
895,4,J05AR25,190,Dolutegraviiri ja lamivudiini,lamivudine and dolutegravir,10992
896,3,J1DD,60,Muut HIV-lääkkeet,,00302
897,4,J05AX07,40,Enfuvirtidi,enfuvirtide,00361
898,4,J05AX09,50,Maraviroki,maraviroc,01359
899,4,J05AX23,60,Ibalitsumabi,ibalizumab,10201
900,4,J05AX29,61,Fostemsaviiri,fostemsavir,10507
901,4,J05AX31,62,Lenakapaviiri,lenacapavir,10788
902,4,V03AX03,70,Kobisistaatti,cobicistat,09448
903,2,D1DB,60,Paikalliset viruslääkkeet,,01683
904,3,D06BB03,20,Asikloviiri,aciclovir,01276
905,3,D06BB04,30,Podofyllotoksiini,podophyllotoxin,01602
906,3,D06BB06,40,Pensikloviiri,penciclovir,00660
907,3,D06BB10,41,Imikimodi,imiquimod,00812
908,3,D06BB53,70,"Asikloviiri, yhdistelmävalmisteet","aciclovir, combinations",03472
909,2,J1DE,70,Muut viruslääkkeet,,10307
910,3,J05AX24,10,Tekovirimaatti,tecovirimat,10683
911,1,J1C,7,Mykobakteerilääkkeet,,00347
912,2,J1CA,10,Tuberkuloosilääkkeet,,01664
913,3,J04AA01,10,Aminosalisyylihappo,4-aminosalicylic acid,09509
914,3,J04AB01,20,Sykloseriini,cycloserine,08964
915,3,J04AB02,30,Rifampisiini,rifampicin,00971
916,3,J04AB04,40,Rifabutiini,rifabutin,01218
917,3,J04AB05,50,Rifapentiini,rifapentine,09849
918,3,J04AC01,60,Isoniatsidi,isoniazid,00491
919,3,J04AD01,70,Protionamidi,protionamide,09083
920,3,J04AD03,80,Etionamidi,ethionamide,08965
921,3,J04AK01,90,Pyratsiiniamidi,pyrazinamide,01329
922,3,J04AK02,100,Etambutoli,ethambutol,01338
923,3,J04AK05,110,Bedakiliini,bedaquiline,09447
924,3,J04AK08,120,Pretomanidi,pretomanid,10335
925,2,J1CB,20,Lepralääkkeet,,00133
926,3,J04BA01,10,Klofatsimiini,clofazimine,08893
927,3,J04BA02,20,Dapsoni,dapsone,00877
928,1,M1,8,"Kipulääkkeet (myös migreenin, reuman ja kihdin lääkkeet)",,01306
929,2,M1C,10,Tulehduskipulääkkeet ja parasetamoli,,09602
930,3,M1A,10,Tulehduskipulääkkeet,,01018
931,4,N02BA01,10,Asetyylisalisyylihappo,acetylsalicylic acid,01422
932,4,N02BA51,15,"Asetyylisalisyylihappo, yhdistelmävalmisteet","acetylsalicylic acid, combinations excl. psycholeptics",00067
933,4,N02BA57,15,"Etentsamidi, yhdistelmävalmisteet","ethenzamide, combinations excl. psycholeptics",09854
934,4,M01AE17,20,Deksketoprofeeni,dexketoprofen,01210
935,4,M01AB05,30,Diklofenaakki,diclofenac,00160
936,4,M01AB55,35,"Diklofenaakki, yhdistelmävalmisteet","diclofenac, combinations",00483
937,4,M01AB08,40,Etodolaakki,etodolac,01493
938,4,M01AE01,50,Ibuprofeeni,ibuprofen,01434
939,4,M01AE51,55,"Ibuprofeeni, yhdistelmävalmisteet","ibuprofen, combinations",00316
940,4,M01AB01,60,Indometasiini,indometacin,00715
941,4,M01AB51,65,"Indometasiini, yhdistelmävalmisteet","indometacin, combinations",01351
942,4,M01AE03,70,Ketoprofeeni,ketoprofen,00958
943,4,M01AB15,80,Ketorolaakki,ketorolac,00301
944,4,M01AG01,90,Mefenaamihappo,mefenamic acid,01561
945,4,M01AC06,100,Meloksikaami,meloxicam,01691
946,4,M01AX01,110,Nabumetoni,nabumetone,00226
947,4,M01AE02,120,Naprokseeni,naproxen,01460
948,4,M01AE52,125,Naprokseeni ja esomepratsoli,naproxen and esomeprazole,09066
949,4,M01AX17,130,Nimesulidi,nimesulide,03424
950,4,M01AB02,140,Sulindaakki,sulindac,03428
951,4,M01AC01,150,Piroksikaami,piroxicam,09853
952,4,M01AC02,150,Tenoksikaami,tenoxicam,00723
953,4,M01AE11,160,Tiaprofeenihappo,tiaprofenic acid,01693
954,4,M01AG02,170,Tolfenaamihappo,tolfenamic acid,00510
955,3,M1B,20,Koksibit,,01663
956,4,M01AH01,10,Selekoksibi,celecoxib,01150
957,4,M01AH04,20,Parekoksibi,parecoxib,01612
958,4,M01AH05,30,Etorikoksibi,etoricoxib,00912
959,3,N02BE01,30,Parasetamoli,paracetamol,01335
960,3,N02BE51,60,"Parasetamoli, yhdistelmävalmisteet","paracetamol, combinations excl. psycholeptics",01661
961,2,M1DA,35,Paikalliset tulehduskipulääkkeet,,00757
962,3,M02AA06,10,Etofenamaatti,etofenamate,10758
963,3,M02AA07,10,Piroksikaami,piroxicam,01242
964,3,M02AA10,20,Ketoprofeeni,ketoprofen,00260
965,3,M02AA13,30,Ibuprofeeni,ibuprofen,10517
966,3,M02AA15,40,Diklofenaakki,diclofenac,00214
967,3,M1DAA,50,Salisyylihappojohdoksia sisältävät valmisteet,,00077
968,2,M1D,40,Muut TULES- ja kipulääkkeet,,00943
969,3,M01AX05,10,Glukosamiini,glucosamine,00699
970,3,M01AX25,20,Kondroitiinisulfaatti,chondroitin sulfate,00714
971,3,M01CX,21,Kondroitiinisulfaatti ja glukosamiini,ATCDDD N/A,10117
972,3,M02AB01,29,Kapsaisiini ,capsaicin,10782
973,3,M09AB02,40,Clostridium histolyticum -kollagenaasi,collagenase clostridium histolyticum,09058
974,3,M09AX01,40,Hyaluronihappo,hyaluronic acid,01110
975,3,N02BG08,41,Tsikonotidi,ziconotide,01108
976,3,N02BG09,49,Metoksifluraani,methoxyflurane,10337
977,3,N02BG10,51,Kannabinoidit,cannabinoids,09138
978,2,N3B,50,Opioidit,,01075
979,3,N3BA,10,"Heikot opioidit, osittaiset agonistit",,00710
980,4,N02AA59,10,"Kodeiini, yhdistelmävalmisteet",,00972
981,5,N02AJ06,10,Kodeiini ja parasetamoli,codeine and paracetamol,09703
982,5,N02AJ08,20,Kodeiini ja ibuprofeeni,codeine and ibuprofen,09704
983,4,N02AC04,20,Dekstropropoksifeeni,dextropropoxyphene,00144
984,4,N02AE01,30,Buprenorfiini,buprenorphine,00134
985,4,N02AF02,40,Nalbufiini,nalbuphine,00089
986,4,N02AX02,50,Tramadoli,tramadol,00443
987,4,N02AX52,60,"Tramadoli, yhdistelmävalmisteet",,09701
988,5,N02AJ13,10,Tramadoli ja parasetamoli,tramadol and paracetamol,09705
989,5,N02AJ14,20,Tramadoli ja deksketoprofeeni,tramadol and dexketoprofen,09951
990,3,N3BB,20,Vahvat opioidit,,00444
991,4,N01AH02,10,Alfentaniili,alfentanil,00121
992,4,N02AA01,10,Morfiini,morphine,01271
993,4,N02AA03,20,Hydromorfoni,hydromorphone,00565
994,4,N02AA05,30,"Oksikodoni, myös yhdistelmävalmisteet",oxycodone,00709
995,4,N02AB02,40,Petidiini,pethidine,00114
996,4,N02AB03,50,Fentanyyli,fentanyl,01184
997,4,N07BC02,60,Metadoni,methadone,00821
998,2,N3C,60,Migreenilääkkeet (spesifiset),,01171
999,3,CGRPA,0,CGRP-antagonistit,,10735
1000,4,N02CD01,10,Erenumabi,erenumab,10348
1001,4,N02CD02,20,Galkanetsumabi,galcanezumab,10347
1002,4,N02CD03,30,Fremanetsumabi,fremanezumab,10214
1003,4,N02CD05,31,Eptinetsumabi,eptinezumab,10726
1004,4,N02CD06,32,Rimegepantti,rimegepant,10748
1005,4,N02CD07,33,Atogepantti ,atogepant,11067
1006,3,N3CA,1,Triptaanit (5-HT1-reseptoriagonistit),,00199
1007,4,N02CC01,10,Sumatriptaani,sumatriptan,00615
1008,4,N02CC02,20,Naratriptaani,naratriptan,01554
1009,4,N02CC03,30,Tsolmitriptaani,zolmitriptan,00447
1010,4,N02CC04,40,Ritsatriptaani,rizatriptan,01082
1011,4,N02CC05,50,Almotriptaani,almotriptan,00760
1012,4,N02CC06,60,Eletriptaani,eletriptan,01122
1013,4,N02CC07,70,Frovatriptaani,frovatriptan,00100
1014,4,N02CC08,71,Lasmiditaani,lasmiditan,10803
1015,4,N02CC51,72,Sumatriptaani ja naprokseeni ,sumatriptan and naproxen,11046
1016,3,N3CB,2,Torajyväalkaloidit,,01573
1017,4,N02CA01,10,Dihydroergotamiini,dihydroergotamine,00613
1018,4,N02CA04,20,Metysergidi,methysergide,03434
1019,4,N02CA52,30,"Ergotamiini, yhdistelmävalmisteet","ergotamine, combinations excl. psycholeptics",00610
1020,3,N02CX01,99,Pitsotifeeni,pizotifen,03486
1021,3,N05AB04,100,Proklooriperatsiini,prochlorperazine,01143
1022,2,N3D,70,Neuropaattisen kivun lääkkeet,,00882
1023,3,D04AB01,10,Lidokaiini,lidocaine,00036
1024,3,N03AF01,10,Karbamatsepiini,carbamazepine,01575
1025,3,N01BX04,11,Kapsaisiini,capsaicin,10705
1026,3,N02BF01,20,Gabapentiini,gabapentin,10869
1027,3,N02BF02,30,Pregabaliini,pregabalin,10868
1028,3,N06AA09,40,Amitriptyliini,amitriptyline,00087
1029,3,N06AX21,41,Duloksetiini ,duloxetine,00809
1030,2,L2A,80,Reuman ja systeemisten sidekudossairauksien lääkkeet,,01209
1031,3,L2AB,10,Perinteiset reumalääkkeet (DMARDs),,09024
1032,4,L01AA01,10,Syklofosfamidi,cyclophosphamide,00037
1033,4,L04AK01,38,Leflunomidi,leflunomide,01057
1034,4,L04AD01,39,Siklosporiini,ciclosporin,01185
1035,4,L04AX01,40,Atsatiopriini,azathioprine,01644
1036,4,L04AX03,40,Metotreksaatti,methotrexate,01158
1037,4,A07EC01,41,Sulfasalatsiini,sulfasalazine,00675
1038,4,L2AA,41,Kulta,,01111
1039,5,M01CB01,10,Natriumaurotiomalaatti,sodium aurothiomalate,00370
1040,5,M01CB03,20,Auranofiini,auranofin,00946
1041,4,M01CC01,43,Penisillamiini,penicillamine,00057
1042,4,P01BA02,44,Hydroksiklorokiini,hydroxychloroquine,00093
1043,3,L2AC,20,Biologiset reumalääkkeet,,09025
1044,4,L2ACA,10,TNF-alfan estäjät,,10706
1045,5,L04AB01,8,Etanersepti,etanercept,10980
1046,5,L04AB02,9,Infliksimabi,infliximab,01098
1047,5,L04AB04,11,Adalimumabi,adalimumab,00982
1048,5,L04AB05,12,Sertolitsumabipegoli,certolizumab pegol,01196
1049,5,L04AB06,13,Golimumabi,golimumab,00352
1050,4,L2ACB,10,Interleukiinien estäjät,,10736
1051,5,L04AC05,8,Ustekinumabi,ustekinumab,00085
1052,5,L04AC08,8,Kanakinumabi,canakinumab,09029
1053,5,L04AC03,9,Anakinra,anakinra,01395
1054,5,L04AC07,9,Tosilitsumabi,tocilizumab,00655
1055,5,L04AC10,9,Sekukinumabi,secukinumab,09543
1056,5,L04AC13,10,Iksekitsumabi,ixekizumab,09689
1057,5,L04AC14,10,Sarilumabi,sarilumab,09932
1058,5,L04AC16,15,Guselkumabi,guselkumab,10035
1059,5,L04AC18,16,Risankitsumabi,risankizumab,10199
1060,5,L04AC21,17,Bimekitsumabi,bimekizumab,10585
1061,4,L01FA01,11,Rituksimabi,rituximab,10660
1062,4,L04AA24,11,Abatasepti,abatacept,01109
1063,4,L04AG04,12,Belimumabi,belimumab,09072
1064,4,L04AG11,13,Anifrolumabi,anifrolumab,
1065,3,L2AD,30,Muut selektiiviset reumalääkkeet,,09026
1066,4,L2ADA,40,JAK-estäjät,,09941
1067,5,L04AF01,10,Tofasitinibi,tofacitinib,09872
1068,5,L04AF02,20,Barisitinibi,baricitinib,09882
1069,5,L04AF03,30,Upadasitinibi,upadacitinib,10218
1070,5,L04AF04,40,Filgotinibi,filgotinib,10349
1071,4,L04AA32,41,Apremilasti,apremilast,09544
1072,2,M1K,90,Kihtilääkkeet,,01220
1073,3,L04AC08,10,Kanakinumabi,canakinumab,09029
1074,3,M04AA01,10,Allopurinoli,allopurinol,01147
1075,3,M04AA03,20,Febuksostaatti,febuxostat,08937
1076,3,M04AB01,30,Probenesidi,probenecid,01298
1077,3,M04AB03,40,Bentsbromiaroni,benzbromarone,03488
1078,3,M04AC01,50,Kolkisiini,colchicine,00628
1079,1,R1,9,"Hengitysteiden lääkkeet  (astma/COPD, antihistamiinit, yskänlääkkeet)",,01484
1080,2,R1K,10,Astma/COPD -lääkkeet,,09616
1081,3,R1G,10,Anti-inflammatoriset lääkkeet,,09086
1082,4,R1AE,10,Glukokortikoidit (ICS),,01371
1083,5,R03BA01,10,Beklometasoni,beclometasone,00891
1084,5,R03BA02,20,Budesonidi,budesonide,00313
1085,5,R03BA05,30,Flutikasoni,fluticasone,00549
1086,5,R03BA07,40,Mometasoni,mometasone,03430
1087,5,R03BA08,50,Siklesonidi,ciclesonide,00140
1088,4,R1AG,20,Kromonit,,00959
1089,5,R03BC01,10,Dinatriumkromoglikaatti,cromoglicic acid,00049
1090,5,R03BC03,20,Nedokromiili,nedocromil,00525
1091,4,R1BD,30,Leukotrieenireseptorin salpaajat,,00816
1092,5,R03DC01,10,Tsafirlukasti,zafirlukast,00761
1093,5,R03DC03,20,Montelukasti,montelukast,00804
1094,4,R1GB,50,PDE4:n estäjät,,09084
1095,5,R03DX07,10,Roflumilasti,roflumilast,09023
1096,4,R1BC,60,Ksantiinijohdokset,,00890
1097,5,R03DA04,10,Teofylliini ja sen yhdistelmävalmisteet,theophylline,01619
1098,5,R03DA05,20,Aminofylliini,aminophylline,00536
1099,3,R1H,15,Keuhkoputkia avaavat lääkkeet,,09090
1100,4,R03AA01,10,Adrenaliini,epinephrine,00989
1101,4,R1AA,20,Lyhytvaikutteiset beeta-2-agonistit (SABA),,03467
1102,5,R03AC02,10,Salbutamoli,salbutamol,01532
1103,5,R03AC03,20,Terbutaliini,terbutaline,01226
1104,4,R1AB,30,Pitkävaikutteiset beeta-2-agonistit (LABA),,03470
1105,5,R03AC12,10,Salmeteroli,salmeterol,00275
1106,5,R03AC13,20,Formoteroli,formoterol,01198
1107,5,R03AC18,30,Indakateroli,indacaterol,08961
1108,5,R03AC19,40,Olodateroli,olodaterol,09444
1109,4,R1HA,40,Lyhytvaikutteiset antikolinergit (SAMA),,09085
1110,5,R03BB01,10,Ipratropiumbromidi,ipratropium bromide,00039
1111,4,R1HB,50,Pitkävaikutteiset antikolinergit (LAMA),,09087
1112,5,R03BB04,10,Tiotropiumbromidi,tiotropium bromide,01340
1113,5,R03BB05,20,Aklidiniumbromidi,aclidinium bromide,09242
1114,5,R03BB06,30,Glykopyrroniumbromidi,glycopyrronium bromide,09243
1115,5,R03BB07,40,Umeklidiniumbromidi,umeclidinium bromide,09589
1116,4,R1AC,60,Lyhytvaikutteinen beeta-2-agonisti ja antikolinergi tai kromoni,,03495
1117,5,R03AL01,20,Fenoteroli ja ipratropiumbromidi,fenoterol and ipratropium bromide,09403
1118,5,R03AL02,30,Salbutamoli ja ipratropiumbromidi,salbutamol and ipratropium bromide,09400
1119,4,R1AH,65,Pitkävaikutteinen beeta-2-agonisti ja antikolinergi,,09398
1120,5,R03AL03,10,Vilanteroli ja umeklidiniumbromidi,vilanterol and umeclidinium bromide,09402
1121,5,R03AL04,20,Indakateroli ja glykopyrroniumbromidi,indacaterol and glycopyrronium bromide,09401
1122,5,R03AL05,30,Formoteroli ja aklidiniumbromidi,formoterol and aclidinium bromide,09554
1123,5,R03AL06,40,Olodateroli ja tiotropiumbromidi,olodaterol and tiotropium bromide,09762
1124,5,R03AL07,50,Formoteroli ja glykopyrroniumbromidi,formoterol and glycopyrronium bromide,10161
1125,4,R1BC,70,Ksantiinijohdokset,,00890
1126,5,R03DA04,10,Teofylliini ja sen yhdistelmävalmisteet,theophylline,01619
1127,5,R03DA05,20,Aminofylliini,aminophylline,00536
1128,4,R03CA02,80,Efedriini,ephedrine,00776
1129,3,R1I,20,Keuhkoputkia avaavat ja anti-inflammatoriset lääkkeet,,09088
1130,4,R1AD,10,Pitkävaikutteinen beeta-2-agonisti ja glukokortikoidi,,03423
1131,5,R03AK06,10,Salmeteroli ja flutikasoni,salmeterol and fluticasone,01665
1132,5,R03AK07,20,Formoteroli ja budesonidi,formoterol and budesonide,00434
1133,5,R03AK08,30,Formoteroli ja beklometasoni,formoterol and beclometasone,09525
1134,5,R03AK10,40,Vilanteroli ja flutikasonifuroaatti,vilanterol and fluticasone furoate,09465
1135,5,R03AK11,50,Formoteroli ja flutikasoni,formoterol and fluticasone,09399
1136,5,R03AK14,60,Indakateroli ja mometasoni,indacaterol and mometasone,10295
1137,4,R1AJ,20,"Pitkävaikutteinen beeta-2-agonisti, antikolinergi ja glukokortikoidi",,10033
1138,5,R03AL08,10,"Vilanteroli, umeklinidiumbromidi ja flutikasoni","vilanterol, umeclidinium bromide and fluticasone furoate",10077
1139,5,R03AL09,20,"Formoteroli, glykopyrroniumbromidi ja beklometasoni","formoterol, glycopyrronium bromide and beclometasone",10027
1140,5,R03AL11,30,"Formoteroli, glykopyrroniumbromidi ja budesonidi","formoterol, glycopyrronium bromide and budesonide",10573
1141,5,R03AL12,40,"Indakateroli, glykopyrroniumbromidi ja mometasoni","indacaterol, glycopyrronium bromide and mometasone",10293
1142,3,R1J,25,Monoklonaaliset vasta-aineet,,09089
1143,4,D11AH05,10,Dupilumabi,dupilumab,10038
1144,4,R03DX05,30,Omalitsumabi,omalizumab,00325
1145,4,R03DX08,40,Reslitsumabi,reslizumab,09707
1146,4,R03DX09,41,Mepolitsumabi,mepolizumab,10941
1147,4,R03DX10,50,Benralitsumabi,benralizumab,10661
1148,4,R03DX11,51,Tetsepelumabi ,tezepelumab,10801
1149,2,R1C,28,Antihistamiinit,,00944
1150,3,R1CA,10,Väsyttämättömät antihistamiinit,,00530
1151,4,R06AE07,10,Setiritsiini,cetirizine,00303
1152,4,R06AE09,20,Levosetiritsiini,levocetirizine,00115
1153,4,R06AX13,30,Loratadiini,loratadine,00191
1154,4,R06AX18,40,Akrivastiini,acrivastine,00625
1155,4,R06AX22,50,Ebastiini,ebastine,00792
1156,4,R06AX26,60,Feksofenadiini,fexofenadine,01670
1157,4,R06AX27,70,Desloratadiini,desloratadine,00418
1158,4,R06AX28,75,Rupatadiini,rupatadine,09715
1159,4,R06AX29,80,Bilastiini,bilastine,09151
1160,3,R1CB,20,Muut antihistamiinit,,00349
1161,4,N05BB01,10,Hydroksitsiini,hydroxyzine,01685
1162,4,R06AA02,20,Difenhydramiini,diphenhydramine,08943
1163,4,R06AA04,30,Klemastiini,clemastine,09082
1164,4,R06AA09,40,Doksylamiini,doxylamine,09541
1165,4,R06AA59,41,"Doksylamiini, yhdistelmävalmisteet","doxylamine, combinations",10837
1166,4,R06AD01,50,Alimematsiini,alimemazine,09937
1167,4,R06AD02,60,Prometatsiini,promethazine,03426
1168,4,R06AE03,70,Syklitsiini,cyclizine,00919
1169,4,R06AE05,80,Meklotsiini,meclozine,01669
1170,4,R06AX02,90,Syproheptadiini,cyproheptadine,08948
1171,2,R1DE,29,Systeemisesti käytettävät nenän tukkoisuutta vähentävät lääkkeet,,01394
1172,3,R01BA01,10,Fenyylipropanoliamiini,phenylpropanolamine,00382
1173,3,R01BA52,30,"Pseudoefedriini, yhdistelmävalmisteet","pseudoephedrine, combinations",01285
1174,2,R1D,40,Nenän tukkoisuutta lievittävät paikallisvalmisteet,,01488
1175,3,R1DA,10,"Sympatomimeetit, myös yhdistelmät",,00851
1176,4,R01AA05,10,Oksimetatsoliini,oxymetazoline,00474
1177,4,R01AA07,20,Ksylometatsoliini,xylometazoline,00866
1178,4,R01AB06,30,"Ksylometatsoliini, yhdistelmävalmisteet",xylometazoline,09067
1179,3,R1DB,20,"Glukokortikoidit, myös yhdistelmävalmisteet",,01463
1180,4,R01AD01,10,Beklometasoni,beclometasone,01263
1181,4,R01AD05,20,Budesonidi,budesonide,00262
1182,4,R01AD08,30,Flutikasoni,fluticasone,00670
1183,4,R01AD09,40,Mometasoni,mometasone,00278
1184,4,R01AD11,50,Triamsinoloni,triamcinolone,00673
1185,4,R01AD12,60,Flutikasonifuroaatti,fluticasone furoate,00293
1186,4,R01AD58,70,"Flutikasoni, yhdistelmävalmisteet","fluticasone, combinations",09241
1187,4,R01AD59,71,"Mometasoni, yhdistelmävalmisteet ","mometasone, combinations",10793
1188,3,R1DC,30,Muut allergialääkkeet kuin kortikosteroidit,,01347
1189,4,R01AC02,20,Levokabastiini,levocabastine,01379
1190,4,R01AC03,30,Atselastiini,azelastine,00104
1191,4,R01AC04,40,Antatsoliini,antazoline,01320
1192,4,R01AC07,70,Nedokromiili,nedocromil,01647
1193,3,R1DD,40,Muut nenään paikallisesti käytettävät aineet,,00791
1194,4,R01AX02,10,Retinoli,retinol,01346
1195,4,R01AX03,20,Ipratropiumbromidi,ipratropium bromide,00928
1196,4,R01AX06,30,Mupirosiini,mupirocin,00570
1197,4,R01AX10,40,Natriumkloridi,various,00392
1198,2,R1E,50,Yskänlääkkeet,,00441
1199,3,R1EA,10,Yskänärsytystä hillitsevät,,00991
1200,4,R05DA01,10,Etyylimorfiini,ethylmorphine,00826
1201,4,R05DA09,30,Dekstrometorfaani,dextromethorphan,01657
1202,4,R05DB05,50,Pentoksiveriini,pentoxyverine,01399
1203,4,R05DB27,51,Levodropropitsiini,levodropropizine,11047
1204,4,R05DB29,52,Gefapiksantti,gefapixant,11076
1205,3,R1EB,20,Limaa irrottavat,,00158
1206,4,R05CA03,10,Guaifenesiini,guaifenesin,01634
1207,4,R05CB01,30,Asetyylikysteiini,acetylcysteine,00327
1208,4,R05CB02,40,Bromiheksiini,bromhexine,01252
1209,4,R05CB03,50,Karbosisteiini,carbocisteine,00167
1210,4,R05CB06,60,Ambroksoli,ambroxol,00399
1211,4,R05CB15,90,Erdosteiini,erdosteine,00073
1212,3,R1EC,30,Yhdistelmävalmisteet ja muut yskä- ja vilustumislääkkeet,,01011
1213,4,R05CA10,10,Yhdistelmävalmisteet,combinations,01177
1214,2,R1L,54,Kystisen fibroosin lääkkeet,,10737
1215,3,R05CB13,10,Dornaasialfa (desoksyribonukleaasi),dornase alfa (desoxyribonuclease),00428
1216,3,R07AX30,12,Ivakaftori ja lumakaftori,ivacaftor and lumacaftor,10336
1217,3,R07AX02,13,Ivakaftori,ivacaftor,10333
1218,3,R07AX31,14,Ivakaftori ja tetsakaftori,ivacaftor and tezacaftor,10334
1219,3,R07AX32,15,"Ivakaftori, tetsakaftori ja eleksakaftori","ivacaftor, tezacaftor and elexacaftor",10329
1220,2,R1FD,61,Keuhkofibroosilääkkeet,,10326
1221,3,L01EX09,10,Nintedanibi,nintedanib,10378
1222,3,L04AX05,20,Pirfenidoni,pirfenidone,09240
1223,2,R1F,62,Muut hengitysteiden sairauksien lääkkeet,,00009
1224,3,B02AB02,10,Alfa-1 antitrypsiini ,alfa1 antitrypsin,03471
1224,3,B02AB02,10,Alfa-1 antitrypsiini ,alfa1 antitrypsin,10590
1225,3,R1FA,20,Kurkkukipuun käytettävät valmisteet,,00105
1226,4,R02AA03,10,Diklooribentsyylialkoholi,dichlorobenzyl alcohol,01541
1227,4,R02AA05,20,Klooriheksidiini,chlorhexidine,01269
1228,4,R02AA20,30,Bentsydamiini ja setyylipyridiini,various,09601
1229,4,R02AB30,40,Gramisidiini,gramicidin,01568
1230,4,R02AX01,50,Flurbiprofeeni,flurbiprofen,09946
1231,4,R02AX03,60,Bentsydamiini,benzydamine,10044
1232,3,R1FB,30,Surfaktantit,,00261
1233,4,R07AA02,10,Luonnolliset fosfolipidit,natural phospholipids,01181
1234,3,R1FC,40,Hengitystoimintaa stimuloivat lääkkeet,,01232
1235,4,N06BC01,10,Kofeiini,caffeine,01655
1236,4,R07AB01,10,Doksapraami,doxapram,01606
1237,1,A1,10,Ruoansulatuskanavan lääkkeet,,01374
1238,2,A1A,10,Liikahappoisuuden hoito,,01222
1239,3,A1AA,10,Antasidit,,01537
1240,4,A02AA04,10,Magnesiumhydroksidi,magnesium hydroxide,00396
1241,4,A02AD01,20,Tavanomaiset alumiini/kalsium/magnesiumyhdisteet,ordinary salt combinations,00747
1242,4,A02AH,30,Natriumbikarbonaattia sisältävät antasidit,ATCDDD N/A,09515
1243,3,A1AB,20,H2-reseptorisalpaajat,,01668
1244,4,A02BA01,10,Simetidiini,cimetidine,09832
1245,4,A02BA02,20,Ranitidiini,ranitidine,01295
1246,4,A02BA03,30,Famotidiini,famotidine,00922
1247,4,A02BA53,40,"Famotidiini, yhdistelmävalmisteet","famotidine, combinations",00372
1248,3,A1AC,30,Prostaglandiinianalogit,,01087
1249,4,A02BB01,10,Misoprostoli,misoprostol,00394
1250,3,A1AD,40,Protonipumpun estäjät,,00871
1251,4,A02BC01,10,Omepratsoli,omeprazole,01687
