seq,lvl,koodi,nimi
1164,5,R03DX11,"Tetsepelumabi "
1165,3,R1C,"Antihistamiinit"
1166,4,R1CA,"Väsyttämättömät antihistamiinit"
1167,5,R06AE07,"Setiritsiini"
1168,5,R06AE09,"Levosetiritsiini"
1169,5,R06AX13,"Loratadiini"
1170,5,R06AX18,"Akrivastiini"
1171,5,R06AX22,"Ebastiini"
1172,5,R06AX26,"Feksofenadiini"
1173,5,R06AX27,"Desloratadiini"
1174,5,R06AX28,"Rupatadiini"
1175,5,R06AX29,"Bilastiini"
1176,4,R1CB,"Muut antihistamiinit"
1177,5,N05BB01,"Hydroksitsiini"
1178,5,R06AA02,"Difenhydramiini"
1179,5,R06AA04,"Klemastiini"
1180,5,R06AA09,"Doksylamiini"
1181,5,R06AA59,"Doksylamiini, yhdistelmävalmisteet"
1182,5,R06AD01,"Alimematsiini"
1183,5,R06AD02,"Prometatsiini"
1184,5,R06AE03,"Syklitsiini"
1185,5,R06AE05,"Meklotsiini"
1186,5,R06AX02,"Syproheptadiini"
1187,3,R1DE,"Systeemisesti käytettävät nenän tukkoisuutta vähentävät lääkkeet"
1188,4,R01BA01,"Fenyylipropanoliamiini"
1189,4,R01BA52,"Pseudoefedriini, yhdistelmävalmisteet"
1190,3,R1D,"Nenän tukkoisuutta lievittävät paikallisvalmisteet"
1191,4,R1DA,"Sympatomimeetit, myös yhdistelmät"
1192,5,R01AA05,"Oksimetatsoliini"
1193,5,R01AA07,"Ksylometatsoliini"
1194,5,R01AB06,"Ksylometatsoliini, yhdistelmävalmisteet"
1195,4,R1DB,"Glukokortikoidit, myös yhdistelmävalmisteet"
1196,5,R01AD01,"Beklometasoni"
1197,5,R01AD05,"Budesonidi"
1198,5,R01AD08,"Flutikasoni"
1199,5,R01AD09,"Mometasoni"
1200,5,R01AD11,"Triamsinoloni"
1201,5,R01AD12,"Flutikasonifuroaatti"
1202,5,R01AD58,"Flutikasoni, yhdistelmävalmisteet"
1203,5,R01AD59,"Mometasoni, yhdistelmävalmisteet "
1204,4,R1DC,"Muut allergialääkkeet kuin kortikosteroidit"
1205,5,R01AC02,"Levokabastiini"
1206,5,R01AC03,"Atselastiini"
1207,5,R01AC04,"Antatsoliini"
1208,5,R01AC07,"Nedokromiili"
1209,4,R1DD,"Muut nenään paikallisesti käytettävät aineet"
1210,5,R01AX02,"Retinoli"
1211,5,R01AX03,"Ipratropiumbromidi"
1212,5,R01AX06,"Mupirosiini"
1213,5,R01AX10,"Natriumkloridi"
1214,3,R1E,"Yskänlääkkeet"
1215,4,R1EA,"Yskänärsytystä hillitsevät"
1216,5,R05DA01,"Etyylimorfiini"
1217,5,R05DA09,"Dekstrometorfaani"
1218,5,R05DB05,"Pentoksiveriini"
1219,5,R05DB27,"Levodropropitsiini"
1220,5,R05DB29,"Gefapiksantti"
1221,4,R1EB,"Limaa irrottavat"
1222,5,R05CA03,"Guaifenesiini"
1223,5,R05CB01,"Asetyylikysteiini"
1224,5,R05CB02,"Bromiheksiini"
1225,5,R05CB03,"Karbosisteiini"
1226,5,R05CB06,"Ambroksoli"
1227,5,R05CB15,"Erdosteiini"
1228,4,R1EC,"Yhdistelmävalmisteet ja muut yskä- ja vilustumislääkkeet"
1229,5,R05CA10,"Yhdistelmävalmisteet"
1230,3,R1L,"Kystisen fibroosin lääkkeet"
1231,4,R05CB13,"Dornaasialfa (desoksyribonukleaasi)"
1232,4,R07AX30,"Ivakaftori ja lumakaftori"
1233,4,R07AX02,"Ivakaftori"
1234,4,R07AX31,"Ivakaftori ja tetsakaftori"
1235,4,R07AX32,"Ivakaftori, tetsakaftori ja eleksakaftori"
1236,3,R1FD,"Keuhkofibroosilääkkeet"
1237,4,L01EX09,"Nintedanibi"
1238,4,L04AX05,"Pirfenidoni"
1239,3,R1F,"Muut hengitysteiden sairauksien lääkkeet"
1240,4,B02AB02,"Alfa-1 antitrypsiini "
1241,4,R1FA,"Kurkkukipuun käytettävät valmisteet"
1242,5,R02AA03,"Diklooribentsyylialkoholi"
1243,5,R02AA05,"Klooriheksidiini"
1244,5,R02AA20,"Bentsydamiini ja setyylipyridiini"
1245,5,R02AB30,"Gramisidiini"
1246,5,R02AX01,"Flurbiprofeeni"
1247,5,R02AX03,"Bentsydamiini"
1248,4,R1FB,"Surfaktantit"
1249,5,R07AA02,"Luonnolliset fosfolipidit"
1250,4,R1FC,"Hengitystoimintaa stimuloivat lääkkeet"
1251,5,N06BC01,"Kofeiini"
1252,5,R07AB01,"Doksapraami"
1253,2,A1,"Ruoansulatuskanavan lääkkeet"
1254,3,A1A,"Liikahappoisuuden hoito"
1255,4,A1AA,"Antasidit"
1256,5,A02AA04,"Magnesiumhydroksidi"
1257,5,A02AD01,"Tavanomaiset alumiini/kalsium/magnesiumyhdisteet"
1258,5,A02AH,"Natriumbikarbonaattia sisältävät antasidit"
1259,6,NA,"NATRIUMBIKARBONAT MEDA 1 G TABLETTI"
1260,4,A1AB,"H2-reseptorisalpaajat"
1261,5,A02BA01,"Simetidiini"
1262,5,A02BA02,"Ranitidiini"
1263,5,A02BA03,"Famotidiini"
1264,5,A02BA53,"Famotidiini, yhdistelmävalmisteet"
1265,4,A1AC,"Prostaglandiinianalogit"
1266,5,A02BB01,"Misoprostoli"
1267,4,A1AD,"Protonipumpun estäjät"
1268,5,A02BC01,"Omepratsoli"
1269,5,A02BC02,"Pantopratsoli"
1270,5,A02BC03,"Lansopratsoli"
1271,5,A02BC04,"Rabepratsoli"
1272,5,A02BC05,"Esomepratsoli"
1273,4,A1AE,"Helikobakteerin häätöön tarkoitetut yhdistelmävalmisteet"
1274,5,A02BD08,"Vismuttisubsitraatti, metronidatsoli ja tetrasykliini"
1275,5,A02BD03,"Lansopratsoli, metronidatsoli ja amoksisilliini"
1276,5,A02BD07,"Lansopratsoli, amoksisilliini ja klaritromysiini"
1277,4,A02BX02,"Sukralfaatti"
1278,4,A02BX13,"Algiinihappo"
1279,3,A1B,"Suoliston toiminnallisten häiriöiden lääkkeet"
1280,4,A1BA,"Antikolinergit"
1281,5,A03AA04,"Mebeveriini"
1282,5,A03AA07,"Disykloveriini"
1283,5,A03AB02,"Glykopyrroniumbromidi"
1284,5,A03AB05,"Propanteliini"
1285,5,A03BA03,"Hyoskyamiini"
1286,5,A03BB01,"Butyyliskopolamiini"
1287,4,A1BB,"Antikolinergiyhdistelmät"
1288,5,A03CA02,"Klidiini ja psyykenlääke"
1289,5,A03DA02,"Pitofenoni ja analgeetti"
1290,4,A1BC,"Suolen motiliteettiä lisäävät lääkkeet"
1291,5,A03AE04,"Prukalopridi"
1292,5,A03FA01,"Metoklopramidi"
1293,5,A03FA02,"Sisapridi"
1294,5,A03FA03,"Domperidoni"
1295,5,A03FA07,"Itopridihydrokloridi"
1296,5,A06AX04,"Linaklotidi"
1297,5,N07AA02,"Pyridostigmiini"
1298,4,A03AD01,"Papaveriini"
1299,4,A03AX13,"Silikonit"
1300,4,A16AX08,"Teduglutidi"
1301,4,A03AX15,"Piparminttuöljy"
1302,3,A1D,"Ulostuslääkkeet"
1303,4,A1DA,"Suolta stimuloivat ulostuslääkkeet"
1304,5,A06AB02,"Bisakodyyli"
1305,5,A06AB06,"Sennaglykosidit"
1306,5,A06AB08,"Natriumpikosulfaatti"
1307,5,A06AB56,"Sennaglykosideja sisältävät yhdistelmävalmisteet"
1308,5,A06AB58,"Natriumpikosulfaatti, yhdistelmävalmisteet"
1309,4,A1DB,"Suolen sisältöä lisäävät ulostuslääkkeet"
1310,5,A06AC01,"Ispaghula (psylliumin siemenet)"
1311,5,A06AC51,"Ispaghula, yhdistelmävalmisteet"
1312,4,A1DC,"Osmoottiset ulostuslääkkeet"
1313,5,A06AD11,"Laktuloosi"
1314,5,A06AD15,"Makrogoli"
1315,5,A06AD65,"Makrogoli, yhdistelmävalmisteet"
1316,5,A06AD17,"Natriumfosfaatti"
1317,4,A1DD,"Peräruiskeet"
1318,5,A06AG01,"Natriumfosfaatti"
1319,5,A06AG02,"Bisakodyyli"
1320,5,A06AG10,"Natriumdokusaatti ja natriumdokusaattia sisältävät yhdistelmävalmisteet"
1321,5,A06AG11,"Lauryylisulfaatti ja lauryylisulfaattia sisältävät yhdistelmävalmisteet"
1322,4,A1DE,"Suolistossa vaikuttavat opioidiantagonistit"
1323,5,A06AH01,"Metyylinaltreksonibromidi"
1324,5,A06AH03,"Naloksegoli"
1325,5,A06AH05,"Naldemediini "
1326,4,A1DF,"Muut ulostuslääkkeet"
1327,5,A03AE04,"Prukalopridi"
1328,5,A06AX04,"Linaklotidi"
1329,3,A1E,"Ripulin ja suolistotulehdusten hoito"
1330,4,A07CA,"Elektrolyytti/hiilihydraattivalmisteet"
1331,5,NA,"OSMOSAL jauhe oraaliliuosta varten"
1332,4,A1EA,"Suolistoantibiootit"
1333,5,A07AA02,"Nystatiini"
1334,5,A07AA13,"Rifamysiini"
1335,5,A07AA06,"Paromomysiini"
1336,5,A07AA07,"Amfoterisiini"
1337,5,A07AA09,"Vankomysiini"
1338,5,A07AA10,"Kolistiini"
1339,5,A07AA11,"Rifaksimiini "
1340,5,A07AA12,"Fidaksomisiini"
1341,4,A1EB,"Hiilivalmisteet"
1342,5,A07BA01,"Lääkehiili"
1343,4,A1ED,"Suolen motiliteettia vähentävät lääkkeet  (opioidijohdokset)"
1344,5,A07DA03,"Loperamidi"
1345,5,A07DA06,"Eluksadolini"
1346,5,A07DA53,"Loperamidi, yhdistelmävalmisteet"
1347,4,A1EE,"Paikalliset kortikosteroidit"
1348,5,A07EA01,"Prednisoloni"
1349,5,A07EA02,"Hydrokortisoni"
1350,5,A07EA06,"Budesonidi"
1351,4,A1EF,"5-ASA ja sen johdokset"
1352,5,A07EC01,"Sulfasalatsiini"
1353,5,A07EC02,"Mesalatsiini"
1354,4,A1EFA,"IBD:n immunosuppressiiviset lääkkeet"
1355,5,L01BB02,"Merkaptopuriini"
1356,5,L04AF01,"Tofasitinibi"
1357,5,L04AF03,"Upadasitinibi"
1358,5,L04AG05,"Vedolitsumabi"
1359,5,L04AF04,"Filgotinibi"
1360,5,L04AB02,"Infliksimabi"
1361,5,L04AB04,"Adalimumabi"
1362,5,L04AB06,"Golimumabi"
1363,5,L04AC05,"Ustekinumabi"
1364,5,L04AC16,"Guselkumabi"
1365,5,L04AC18,"Risankitsumabi"
1366,5,L04AC24,"Mirikitsumabi"
1367,5,L04AX01,"Atsatiopriini"
1368,5,L04AX03,"Metotreksaatti"
1369,5,L04AX08,"Darvadstroseli"
1370,4,A1EG,"Mikro-organismit"
1371,5,A07FA01,"Maitohappobakteerit"
1372,5,A07FA02,"Saccharomyces boulardii"
1373,5,A07FA,"E. coli NISSLE 1917"
1374,6,NA,"MUTAFLOR 100000000 CFU/ml oraalisuspensio"
1375,6,NA,"MUTAFLOR 2,5 - 25 x 10exp9 CFU enterokapseli, kova"
1376,5,A07FA51,"Maitohappobakteerit, yhdistelmävalmisteet"
1377,4,A07XA04,"Rasekadotriili"
1378,4,A07EB01,"Dinatriumkromoglikaatti"
1379,3,A1F,"Lihavuuslääkkeet"
1380,4,A08AA12,"Setmelanotidi"
1381,4,A08AA51,"Fentermiini ja topiramaatti"
1382,4,A08AA62,"Bupropioni ja naltreksoni"
1383,4,A08AB01,"Orlistaatti"
1384,4,A10BJ02,"Liraglutidi"
1385,4,A10BJ06,"Semaglutidi"
1386,4,A10BX16,"Tirtsepatidi"
1387,3,A1H,"Ruoansulatusentsyymit ja happovalmisteet"
1388,4,A09AA02,"Useita entsyymejä (lipaasi, proteaasi jne.) sisältävät valmisteet"
1389,4,A09AB01,"Glutamiinihappo"
1390,3,A1L,"Anaboliset lääkkeet"
1391,4,A14AA08,"Oksandroloni"
1392,4,A14AB01,"Nandroloni"
1393,3,A1K,"Sapen eritys, sappihapot"
1394,4,A05AA02,"Ursodeoksikoolihappo"
1395,4,A05AA04,"Obetikoolihappo"
1396,4,A05AX04,"Maraliksibaatti"
1397,4,A05AX05,"Odeviksibaatti"
1398,4,A05AX06,"Elafibranori"
1399,4,A05AX07,"Seladelpaari"
1400,3,C1R,"Peräpukamien ja peräaukon haavaumien hoito"
1401,4,C05AA01,"Hydrokortisoni"
1402,4,C05AA04,"Prednisoloni"
1403,4,C05AA08,"Fluokortoloni"
1404,4,C05AD01,"Lidokaiini"
1405,4,C05AE01,"Glyseryylitrinitraatti"
1406,4,C05AX03,"Muut yhdistelmävalmisteet"
1407,3,A1G,"Suun ja hampaiden hoito"
1408,4,A1GA,"Karieksen esto"
1409,5,A01AA01,"Natriumfluoridi"
1410,5,A01AA03,"Olafluuri"
1411,5,A01AA51,"Natriumfluoridi, yhdistelmävalmisteet"
1412,4,A1GB,"Suun paikallishoito, mikrobilääkkeet"
1413,5,A01AB03,"Klooriheksidiini"
1414,5,A01AB04,"Amfoterisiini"
1415,5,A01AB09,"Mikonatsoli"
1416,5,A01AB11,"Jodi"
1417,5,A07AA02,"Nystatiini"
1418,4,A1GC,"Suun paikallishoito, kortikosteroidit"
1419,5,A01AC01,"Triamsinoloni"
1420,4,A01AD11,"Muu suun ja hampaiden hoito"
1421,2,A1C,"Pahoinvointilääkkeet"
1422,3,A1CA,"Serotoniiniantagonistit"
1423,4,A04AA01,"Ondansetroni"
1424,4,A04AA02,"Granisetroni"
1425,4,A04AA03,"Tropisetroni"
1426,4,A04AA05,"Palonosetroni"
1427,4,A04AA55,"Palonosetroni, yhdistelmävalmisteet"
1428,3,A03FA01,"Metoklopramidi"
1429,3,A04AD01,"Skopolamiini"
1430,3,A04AD11,"Nabiloni"
1431,3,R06AA59,"Doksylamiini, yhdistelmävalmisteet"
1432,3,R06AE03,"Syklitsiini"
1433,3,R06AE05,"Meklotsiini"
1434,3,A1CB,"Substanssi P:n antagonistit"
1435,4,A04AD12,"Aprepitantti"
1436,4,A04AD14,"Rolapitantti"
1437,3,A1CC,"Neuroleptit"
1438,4,N05AA03,"Promatsiini"
1439,4,N05AB04,"Proklooriperatsiini"
1440,4,N05AD08,"Droperidoli"
1441,2,H1,"Hormonit (paitsi insuliinit) ja ehkäisy"
1442,3,G2A,"Sukupuolihormonit ja sukuelimiin vaikuttavat aineet"
1443,4,G2AA,"Hormonaaliset ehkäisyvalmisteet (systeeminen vaikutus)"
1444,5,G2AAA,"Progestageenin ja estrogeenin kiinteät yhdistelmät"
1445,6,G03AA07,"Levonorgestreeli ja etinyyliestradioli"
1446,6,G03AA09,"Desogestreeli ja etinyyliestradioli"
1447,6,G03AA10,"Gestodeeni ja etinyyliestradioli"
1448,6,G03AA11,"Norgestimaatti ja etinyyliestradioli"
1449,6,G03AA12,"Drospirenoni ja etinyyliestradioli"
1450,6,G03AA13,"Norelgestromiini ja etinyyliestradioli"
1451,6,G03AA14,"Nomegestroli ja estradioli"
1452,6,G03AA16,"Dienogesti ja etinyyliestradioli"
1453,6,G03AA18,"Drospirenoni ja estetroli"
1454,6,G03HB01,"Syproteroni ja etinyyliestradioli"
1455,5,G2AAB,"Progestageenin  ja estrogeenin sekventiaalivalmisteet"
1456,6,G03AB03,"Levonorgestreeli ja etinyyliestradioli"
1457,6,G03AB05,"Desogestreeli ja etinyyliestradioli"
1458,6,G03AB06,"Gestodeeni ja etinyyliestradioli"
1459,6,G03AB08,"Dienogesti ja estradioli"
1460,5,G2AAC,"Progestageenit"
1461,6,G03AC01,"Noretisteroni"
1462,6,G03AC03,"Levonorgestreeli"
1463,6,G03AC06,"Medroksiprogesteroni"
1464,6,G03AC08,"Etonogestreeli"
1465,6,G03AC09,"Desogestreeli"
1466,6,G03AC10,"Drospirenoni"
1467,5,G2AAD,"Jälkiehkäisy"
1468,6,G03AD01,"Levonorgestreeli"
1469,6,G03AD02,"Ulipristaali"
1470,4,G2AB,"Paikallisesti käytettävät ehkäisimet"
1471,5,G02BA03,"Progesteronia sisältävä muovikierukka"
1472,5,G02BB01,"Progestogeeniä ja estrogeeniä sisältävät emätinrenkaat"
1473,4,G2AC,"Androgeenit"
1474,5,G03BA03,"Testosteroni"
1475,5,G03BB01,"Mesteroloni"
1476,5,G03BB02,"Androstanoloni"
1477,4,G2AD,"Estrogeenit ja estrogeenireseptorin muuntelijat"
1478,5,G03CA03,"Estradioli"
1479,5,G03CA04,"Estrioli"
1480,5,G03CA57,"Konjugoidut estrogeenit"
1481,5,G03CX01,"Tiboloni"
1482,5,G03XC01,"Raloksifeeni"
1483,4,G2AI,"Estrogeeni ja muu lääkeaine"
1484,5,NA,"Ei valmisteita tällä hetkellä"
1485,4,G2AE,"Progestageenit (muu kuin raskauden ehkäisy)"
1486,5,G03DA02,"Medroksiprogesteroni"
1487,5,G03DA03,"Hydroksiprogesteroni"
1488,5,G03DA04,"Progesteroni"
1489,5,G03DB01,"Dydrogesteroni"
1490,5,G03DB08,"Dienogesti"
1491,5,G03DC02,"Noretisteroni"
1492,5,G03DC03,"Lynestrenoli"
1493,4,G2AF,"Progestageenien ja estrogeenien yhdistelmävalmisteet"
1494,5,G2AFA,"Kiinteät yhdistelmät"
1495,6,G03FA01,"Noretisteroni ja estrogeeni"
1496,6,G03FA12,"Medroksiprogesteroni ja estrogeeni"
1497,6,G03FA14,"Dydrogesteroni ja estrogeeni"
1498,6,G03FA17,"Drospirenoni ja estrogeeni"
1499,5,G2AFB,"Sekventiaalivalmisteet"
1500,6,G03FB05,"Noretisteroni ja estrogeeni"
1501,6,G03FB06,"Medroksiprogesteroni ja estrogeeni"
1502,6,G03FB08,"Dydrogesteroni ja estrogeeni"
1503,4,G2AG,"Ovulaation stimuloijat"
1504,5,G03GA01,"Koriongonadotropiini"
1505,5,G03GA02,"Menotropiini"
1506,5,G03GA04,"Urofollitropiini"
1507,5,G03GA05,"Follitropiini alfa"
1508,5,G03GA06,"Follitropiini beeta"
1509,5,G03GA07,"Lutropiini alfa"
1510,5,G03GA08,"Koriongonadotropiini alfa"
1511,5,G03GA09,"Korifollitropiini alfa"
1512,5,G03GA10,"Follitropiini delta "
1513,5,G03GA30,"Follitropiini alfa ja lutropiini alfa"
1514,5,G03GB02,"Klomifeeni"
1515,4,G2AH,"Antiandrogeenit"
1516,5,G03HA01,"Syproteroni"
1517,5,G03HB01,"Syproteroni ja etinyyliestradioli"
1518,4,G03XA01,"Danatsoli"
1519,4,G03XB01,"Mifepristoni"
1520,4,G03XB02,"Ulipristaali"
1521,4,G03XX01,"Prasteroni"
1522,3,H1A,"Aivolisäkkeen ja hypotalamuksen hormonit"
1523,4,H1AA,"Aivolisäkkeen etulohkon hormonit"
1524,5,H01AA02,"Tetrakosaktidi"
1525,5,H01AC08,"Somatrogoni "
1526,5,H01AB01,"Tyrotropiini"
1527,5,H01AC01,"Somatropiini"
1528,5,H01AC03,"Mekasermiini"
1529,5,H01AC07,"Somapasitaani"
1530,5,H01AX01,"Pegvisomantti"
1531,4,H1AB,"Aivolisäkkeen takalohkon hormonit"
1532,5,H01BA01,"Vasopressiini (argipressiini)"
1533,5,H01BA02,"Desmopressiini"
1534,5,H01BA04," Terlipressiini"
1535,5,H01BB02,"Oksitosiini"
1536,5,H01BB03,"Karbetosiini"
1537,4,H1AC,"Hypotalamuksen hormonit"
1538,5,H1ACA,"Gonadotropiinia vapauttavat hormonit"
1539,6,H01CA03,"Histreliini"
1540,6,H01CA02,"Nafareliini"
1541,6,L02AE01,"Busereliini"
1542,6,L02AE02,"Leuproreliini"
1543,6,L02AE03,"Gosereliini"
1544,6,L02AE04,"Triptoreliini"
1545,5,H1ACB,"Gonadotropiinin vapautumisen estäjät"
1546,6,H01CC01,"Ganireliksi"
1547,6,H01CC02,"Setroreliksi"
1548,6,H01CC04,"Lintsagoliksi"
1549,6,H01CC54,"Relugoliksi, estradioli ja noretisteroniasetaatti"
1550,5,H1ACC,"Somatostatiinin analogit"
1551,6,H01CB02,"Oktreotidi"
1552,6,H01CB03,"Lanreotidi"
1553,6,H01CB05,"Pasireotidi"
1554,3,H1C,"Kortikosteroidit (systeeminen käyttö)"
1555,4,H1CA,"Mineralokortikoidit"
1556,5,H02AA02,"Fludrokortisoni"
1557,4,H1CB,"Glukokortikoidit, myös yhdistelmävalmisteet"
1558,5,H02AB01,"Beetametasoni"
1559,5,H02AB02,"Deksametasoni"
1560,5,H02AB04,"Metyyliprednisoloni"
1561,5,H02AB06,"Prednisoloni"
1562,5,H02AB07,"Prednisoni"
1563,5,H02AB08,"Triamsinoloni"
1564,5,H02AB09,"Hydrokortisoni"
1565,5,H02AB10,"Kortisoni"
1566,5,H02AB13,"Deflatsakorti"
1567,5,H02AB18,"Vamoroloni"
1568,5,H02BX01,"Metyyliprednisoloni, yhdistelmävalmisteet"
1569,4,H1CC,"Kortikosteroidiantagonistit"
1570,5,H02CA02,"Osilodrostaatti"
1571,3,H1D,"Kilpirauhasen toiminnan häiriöiden hoito"
1572,4,H1DA,"Kilpirauhashormonit"
1573,5,H03AA01,"Levotyroksiini"
1574,5,H03AA02,"Liotyroniini"
1575,5,H03AA03,"Levotyroksiinin ja liotyroniinin yhdistelmävalmisteet"
1576,5,H03AA04,"Tiratrikoli"
1577,5,H03AA05,"Kilpirauhasvalmisteet"
1578,4,H1DB,"Tyreostaatit"
1579,5,H03BA02,"Propyylitiourasiili"
1580,5,H03BB01,"Karbimatsoli"
1581,5,H03BB02,"Tiamatsoli"
1582,3,H1E,"Haiman hormonit (glukagoni)"
1583,4,H04AA01,"Glukagoni"
1584,4,H04AA02,"Dasiglukagoni"
1585,3,H1F,"Kalsiumtasapainoa säätelevät lääkkeet"
1586,4,H1FA,"Lisäkilpirauhasen hormonit ja analogit"
1587,5,H05AA02,"Teriparatidi"
1588,5,H05AA03,"Lisäkilpirauhashormoni"
1589,5,H05AA04,"Abaloparatidi"
1590,5,H05AA05,"Palopegteriparatidi"
1591,4,H1FB,"Lisäkilpirauhasen toimintaa estävät lääkkeet"
1592,5,H05BA01,"Kalsitoniini (lohen synteettinen)"
1593,5,H05BX01,"Sinakalseetti"
1594,5,H05BX02,"Parikalsitoli"
1595,5,H05BX04,"Etelkalsetidi"
1596,2,G1,"Gynekologiset lääkkeet"
1597,3,G02CX06,"Fetsolinetantti"
1598,3,G1A,"Gynekologiset mikrobilääkkeet ja muu paikallishoito"
1599,4,G01AA10,"Klindamysiini"
1600,4,G01AC05,"Dekvaliini"
1601,4,G01AD02,"Etikkahappo"
1602,4,G01AF01,"Metronidatsoli"
1603,4,G01AF02,"Klotrimatsoli"
1604,4,G01AF04,"Mikonatsoli"
1605,4,G01AF05,"Ekonatsoli"
1606,4,G01AF08,"Tiokonatsoli"
1607,4,G01AX03,"Polikresuleeni"
1608,3,G1CA,"Kohtua supistavat tai relaksoivat lääkeaineet"
1609,4,H01BB02,"Oksitosiini"
1610,4,H01BB03,"Karbetosiini"
1611,4,G02AB01,"Metyyliergometriini"
1612,4,G02AD02,"Dinoprostoni"
1613,4,G02AD06,"Misoprostoli"
1614,4,G02AD04,"Karboprosti"
1615,4,G02AD05,"Sulprostoni"
1616,4,G02CX01,"Atosibaani"
1617,4,G02CA01,"Ritodriini"
1618,3,G1CB,"Prolaktiininestäjät"
1619,4,G02CB01,"Bromokriptiini"
1620,4,G02CB03,"Kabergoliini"
1621,4,G02CB04,"Kinagolidi"
1622,2,G1D,"Virtsaelinten sairauksien lääkkeet"
1623,3,G1DA,"Virtsatiespasmolyytit (inkontinenssin ja tiheävirtsaisuuden hoito)"
1624,4,G04BD04,"Oksibutiniini"
1625,4,G04BD07,"Tolterodiini"
1626,4,G04BD08,"Solifenasiini"
1627,4,G04BD09,"Trospium"
1628,4,G04BD10,"Darifenasiini"
1629,4,G04BD11,"Fesoterodiini"
1630,4,G04BD12,"Mirabegroni"
1631,4,G04BD15,"Vibegroni"
1632,4,N06AX21,"Duloksetiini "
1633,3,G1DB,"Erektiohäiriöiden hoitoon tarkoitetut lääkkeet"
1634,4,G04BE01,"Alprostadiili"
1635,4,G04BE03,"Sildenafiili"
1636,4,G04BE04,"Johimbiini"
1637,4,G04BE08,"Tadalafiili"
1638,4,G04BE09,"Vardenafiili"
1639,4,G04BE10,"Avanafiili"
1640,4,G04BE30,"Yhdistelmävalmisteet"
1641,3,G1DC,"Eturauhasen hyvänlaatuisen liikakasvun lääkkeet"
1642,4,G1DCA,"Alfareseptoreiden salpaajat"
1643,5,G04CA01,"Alfutsosiini"
1644,5,G04CA02,"Tamsulosiini"
1645,5,G04CA04,"Silodosiini"
1646,4,G1DCB,"Testosteroni-5-alfareduktaasin estäjät"
1647,5,G04CB01,"Finasteridi"
1648,5,G04CB02,"Dutasteridi"
1649,4,G04CA52,"Tamsulosiini ja dutasteridi"
1650,4,G04CA53,"Tamsulosiini ja solifenasiini"
1651,4,G04CX02,"Sahapalmunhedelmäuute"
1652,3,G1DF,"Muut virtsaelinten sairauksien lääkkeet"
1653,4,G04BX01,"Magnesiumhydroksidi"
1654,4,G04BX13,"Dimetyylisulfoksidi"
1655,4,G04BX14,"Dapoksetiini"
1656,4,G04BX15,"Pentosaanipolysulfaattinatrium"
1657,4,G04BX16,"Tioproniini"
1658,4,C03XA01,"Tolvaptaani"
1659,4,C09XX01,"Sparsentaani"
1660,2,A2,"Diabeteslääkkeet"
1661,3,A2A,"Insuliinit"
1662,4,A2AA,"Pikavaikutteiset"
1663,5,A10AB04,"Lisproinsuliini"
1664,5,A10AB05,"Aspartinsuliini"
1665,5,A10AB06,"Glulisinsuliini"
1666,4,A2AE,"Lyhytvaikutteiset"
1667,5,A10AB01,"Ihmisinsuliini"
1668,5,A10AB03,"Sianinsuliini"
1669,4,A2AB,"Pitkävaikutteiset"
1670,5,A10AC01,"Ihmisinsuliini"
1671,5,A10AC03,"Sianinsuliini"
1672,4,A2AC,"Insuliinisekoitteet"
1673,5,A10AD01,"Ihmisinsuliini"
1674,5,A10AD04,"Lisproinsuliini"
1675,5,A10AD05,"Aspartinsuliini"
1676,4,A2AD,"Ylipitkävaikutteiset"
1677,5,A10AE02,"Naudaninsuliini"
1678,5,A10AE04,"Glargininsuliini"
1679,5,A10AE05,"Detemirinsuliini"
1680,5,A10AE06,"Degludekinsuliini"
1681,5,A10AE07,"Ikodekinsuliini"
1682,5,A10AE54,"Glargininsuliini ja liksisenatidi"
1683,3,A2B,"Muut diabeteslääkkeet kuin insuliinit"
1684,4,A10BA02,"Metformiini"
1685,4,A2BA,"Sulfonyyliureat"
1686,5,A10BB12,"Glimepiridi"
1687,5,A10BB01,"Glibenklamidi"
1688,4,A2BC,"Alfaglukosidaasin estäjät"
1689,5,A10BF01,"Akarboosi"
1690,4,A2BD,"Glitatsonit (insuliininherkistäjät)"
1691,5,A10BG03,"Pioglitatsoni"
1692,4,A2BE,"DPP-4:n estäjät (gliptiinit)"
1693,5,A10BH01,"Sitagliptiini"
1694,5,A10BH02,"Vildagliptiini"
1695,5,A10BH03,"Saksagliptiini"
1696,5,A10BH04,"Alogliptiini"
1697,5,A10BH05,"Linagliptiini"
1698,4,A2BG,"Glinidit"
1699,5,A10BX02,"Repaglinidi"
1700,4,A2BH,"GLP-1-analogit"
1701,5,A10BJ01,"Eksenatidi"
1702,5,A10BJ02,"Liraglutidi"
1703,5,A10BJ03,"Liksisenatidi"
1704,5,A10BJ05,"Dulaglutidi"
1705,5,A10BJ06,"Semaglutidi"
1706,4,A2BJ,"GLP-1- ja GIP-analogit"
1707,5,A10BX16,"Tirtsepatidi"
1708,4,A2BI,"Glukoosinkuljettajaproteiini 2:n estäjät"
1709,5,A10BK01,"Dapagliflotsiini"
1710,5,A10BK02,"Kanagliflotsiini"
1711,5,A10BK03,"Empagliflotsiini"
1712,5,A10BK04,"Ertugliflotsiini"
1713,4,A2BB,"Oraalisten diabeteslääkkeiden yhdistelmävalmisteet"
1714,5,A10BD07,"Metformiini ja sitagliptiini"
